sts_chassis_t,sts_speed_mps,sts_steering
1570687370.31,0.0,-100.0
1570687370.32,0.0,-100.0
1570687370.33,0.0,-100.0
1570687370.34,0.0,-100.0
1570687370.35,0.0,-100.0
1570687370.36,0.0,-100.0
1570687370.37,0.001953125,-100.0
1570687370.38,0.00390625,-100.0
1570687370.39,0.009765625,-100.0
1570687370.4,0.015625,-100.0
1570687370.41,0.0234375,-100.0
1570687370.42,0.03125,-100.0
1570687370.43,0.041015625,-100.0
1570687370.44,0.05078125,-100.0
1570687370.45,0.05859375,-100.0
1570687370.46,0.06640625,-100.0
1570687370.47,0.072265625,-100.0
1570687370.48,0.078125,-100.0
1570687370.49,0.08203125,-100.0
1570687370.5,0.0859375,-100.0
1570687370.51,0.087890625,-100.0
1570687370.52,0.08984375,-100.0
1570687370.53,0.091796875,-100.0
1570687370.54,0.09375,-100.0
1570687370.55,0.09375,-100.0
1570687370.56,0.09375,-100.0
1570687370.57,0.09375,-100.0
1570687370.58,0.09375,-100.0
1570687370.59,0.09375,-100.0
1570687370.6,0.09375,-100.0
1570687370.61,0.095703125,-100.0
1570687370.62,0.09765625,-100.0
1570687370.63,0.099609375,-100.0
1570687370.64,0.1015625,-100.0
1570687370.65,0.10546875,-100.0
1570687370.66,0.109375,-100.0
1570687370.67,0.11328125,-100.0
1570687370.68,0.1171875,-100.0
1570687370.69,0.12109375,-100.0
1570687370.7,0.125,-100.0
1570687370.71,0.130859375,-100.0
1570687370.72,0.13671875,-100.0
1570687370.73,0.140625,-100.0
1570687370.74,0.14453125,-100.0
1570687370.75,0.150390625,-100.0
1570687370.76,0.15625,-100.0
1570687370.77,0.16015625,-100.0
1570687370.78,0.1640625,-100.0
1570687370.79,0.16796875,-100.0
1570687370.8,0.171875,-100.0
1570687370.81,0.177734375,-100.0
1570687370.82,0.18359375,-100.0
1570687370.83,0.1875,-100.0
1570687370.84,0.19140625,-100.0
1570687370.85,0.197265625,-100.0
1570687370.86,0.203125,-100.0
1570687370.87,0.208984375,-100.0
1570687370.88,0.21484375,-100.0
1570687370.89,0.21875,-100.0
1570687370.9,0.22265625,-100.0
1570687370.91,0.228515625,-100.0
1570687370.92,0.234375,-100.0
1570687370.93,0.240234375,-100.0
1570687370.94,0.24609375,-100.0
1570687370.95,0.251953125,-100.0
1570687370.96,0.2578125,-100.0
1570687370.97,0.265625,-100.0
1570687370.98,0.2734375,-100.0
1570687370.99,0.279296875,-100.0
1570687371.0,0.28515625,-100.0
1570687371.01,0.291015625,-100.0
1570687371.02,0.296875,-100.0
1570687371.03,0.302734375,-100.0
1570687371.04,0.30859375,-100.0
1570687371.05,0.314453125,-100.0
1570687371.06,0.3203125,-100.0
1570687371.07,0.328125,-100.0
1570687371.08,0.3359375,-100.0
1570687371.09,0.34375,-100.0
1570687371.1,0.3515625,-100.0
1570687371.11,0.359375,-100.0
1570687371.12,0.3671875,-100.0
1570687371.13,0.375,-100.0
1570687371.14,0.3828125,-100.0
1570687371.15,0.388671875,-100.0
1570687371.16,0.39453125,-100.0
1570687371.17,0.400390625,-100.0
1570687371.18,0.40625,-100.0
1570687371.19,0.412109375,-100.0
1570687371.2,0.41796875,-100.0
1570687371.21,0.421875,-100.0
1570687371.22,0.42578125,-100.0
1570687371.23,0.431640625,-100.0
1570687371.24,0.4375,-100.0
1570687371.25,0.44140625,-100.0
1570687371.26,0.4453125,-100.0
1570687371.27,0.44921875,-100.0
1570687371.28,0.453125,-100.0
1570687371.29,0.458984375,-100.0
1570687371.3,0.46484375,-100.0
1570687371.31,0.470703125,-100.0
1570687371.32,0.4765625,-100.0
1570687371.33,0.482421875,-100.0
1570687371.34,0.48828125,-100.0
1570687371.35,0.494140625,-100.0
1570687371.36,0.5,-100.0
1570687371.37,0.505859375,-100.0
1570687371.38,0.51171875,-100.0
1570687371.39,0.515625,-100.0
1570687371.4,0.51953125,-100.0
1570687371.41,0.5234375,-100.0
1570687371.42,0.52734375,-100.0
1570687371.43,0.53125,-100.0
1570687371.44,0.53515625,-100.0
1570687371.45,0.537109375,-100.0
1570687371.46,0.537109375,-100.0
1570687371.47,0.537109375,-100.0
1570687371.48,0.5390625,-100.0
1570687371.49,0.541015625,-100.0
1570687371.5,0.54296875,-100.0
1570687371.51,0.546875,-100.0
1570687371.52,0.548828125,-100.0
1570687371.53,0.55078125,-100.0
1570687371.54,0.552734375,-100.0
1570687371.55,0.556640625,-100.0
1570687371.56,0.5625,-100.0
1570687371.57,0.568359375,-100.0
1570687371.58,0.57421875,-100.0
1570687371.59,0.580078125,-100.0
1570687371.6,0.5859375,-100.0
1570687371.61,0.591796875,-100.0
1570687371.62,0.59765625,-100.0
1570687371.63,0.6015625,-100.0
1570687371.64,0.60546875,-100.0
1570687371.65,0.607421875,-100.0
1570687371.66,0.609375,-100.0
1570687371.67,0.611328125,-100.0
1570687371.68,0.61328125,-100.0
1570687371.69,0.615234375,-100.0
1570687371.7,0.6171875,-100.0
1570687371.71,0.619140625,-100.0
1570687371.72,0.62109375,-100.0
1570687371.73,0.625,-100.0
1570687371.74,0.62890625,-100.0
1570687371.75,0.630859375,-100.0
1570687371.76,0.6328125,-100.0
1570687371.77,0.634765625,-100.0
1570687371.78,0.63671875,-100.0
1570687371.79,0.638671875,-100.0
1570687371.8,0.640625,-100.0
1570687371.81,0.642578125,-100.0
1570687371.82,0.64453125,-100.0
1570687371.83,0.646484375,-100.0
1570687371.84,0.6484375,-100.0
1570687371.85,0.650390625,-100.0
1570687371.86,0.65234375,-100.0
1570687371.87,0.654296875,-100.0
1570687371.88,0.65625,-100.0
1570687371.89,0.65625,-100.0
1570687371.9,0.65625,-100.0
1570687371.91,0.65625,-100.0
1570687371.92,0.65625,-100.0
1570687371.93,0.65625,-100.0
1570687371.94,0.65625,-100.0
1570687371.95,0.65625,-100.0
1570687371.96,0.65625,-100.0
1570687371.97,0.65625,-100.0
1570687371.98,0.65625,-100.0
1570687371.99,0.65625,-100.0
1570687372.0,0.65625,-100.0
1570687372.01,0.658203125,-100.0
1570687372.02,0.66015625,-100.0
1570687372.03,0.662109375,-100.0
1570687372.04,0.6640625,-100.0
1570687372.05,0.666015625,-100.0
1570687372.06,0.66796875,-100.0
1570687372.07,0.669921875,-100.0
1570687372.08,0.671875,-100.0
1570687372.09,0.671875,-100.0
1570687372.1,0.671875,-100.0
1570687372.11,0.671875,-100.0
1570687372.12,0.671875,-100.0
1570687372.13,0.671875,-100.0
1570687372.14,0.671875,-100.0
1570687372.15,0.671875,-100.0
1570687372.16,0.671875,-100.0
1570687372.17,0.671875,-100.0
1570687372.18,0.671875,-100.0
1570687372.19,0.671875,-100.0
1570687372.2,0.671875,-100.0
1570687372.21,0.671875,-100.0
1570687372.22,0.671875,-100.0
1570687372.23,0.671875,-100.0
1570687372.24,0.671875,-100.0
1570687372.25,0.671875,-100.0
1570687372.26,0.671875,-100.0
1570687372.27,0.673828125,-100.0
1570687372.28,0.67578125,-100.0
1570687372.29,0.677734375,-100.0
1570687372.3,0.6796875,-100.0
1570687372.31,0.681640625,-100.0
1570687372.32,0.68359375,-100.0
1570687372.33,0.685546875,-100.0
1570687372.34,0.6875,-100.0
1570687372.35,0.6875,-100.0
1570687372.36,0.6875,-100.0
1570687372.37,0.6875,-100.0
1570687372.38,0.6875,-100.0
1570687372.39,0.6875,-100.0
