sts_heading,sts_pose_t,sts_vy_map,sts_x_acc,sts_y_acc,sts_yaw_rate,vx_map
1.77967838562,1558775420.58,5.33081696588,-0.0442820032608,-0.0161399907806,0.00898759982781,-0.995909476447
1.77981859214,1558775420.6,5.34034578842,0.0125241322418,0.0118676578751,0.0079738366662,-0.996727703727
1.77994269209,1558775420.61,5.34066845257,-0.0747656613327,0.0600139072968,0.0077815053028,-0.999521296387
1.78006384253,1558775420.63,5.34147157724,0.101281847607,0.0419210047318,0.00707993918947,-1.00272814037
1.78017384553,1558775420.64,5.34261856178,0.126369805055,0.0701840403717,0.0066880688835,-1.00522454171
1.78027767571,1558775420.66,5.34410154154,0.122106086749,0.0291230000107,0.00667920588339,-1.00628495114
1.78038144854,1558775420.68,5.34542992097,0.151664153952,-0.0280535333633,0.00731690087167,-1.0073613713
1.78049558148,1558775420.69,5.34598747142,0.145769225316,0.0534712385406,0.00730008673782,-1.00805212725
1.78060724393,1558775420.71,5.34689081412,0.23090904814,-0.0219246944183,0.00793686559868,-1.03844331996
1.7807293313,1558775420.72,5.34774434865,0.220454902484,0.0271704770798,0.00863884077357,-1.03751255435
1.78086272054,1558775420.74,5.3485248555,0.139878424509,-0.0174424105591,0.00843046652776,-1.03578348076
1.78099301926,1558775420.76,5.3463572313,0.18051836649,0.00271054787292,0.00807033257987,-1.03551156135
1.78111766326,1558775420.77,5.34669367186,0.155118997249,0.0891602385147,0.00913638957265,-1.03473997876
1.78125948014,1558775420.79,5.34784709129,0.0421352629852,-0.0154856700638,0.00905910889887,-1.03409659469
1.78140152654,1558775420.8,5.40215294567,0.182743445781,0.0999968065872,0.00951559814553,-1.00306500912
1.78155097848,1558775420.82,5.40131551683,0.18003840168,0.0756671432877,0.00977936188095,-1.00423120698
1.78170473156,1558775420.84,5.40150992695,0.252774188156,0.00263457189026,0.00962606606754,-1.0042142734
1.78184978291,1558775420.85,5.40054004615,0.242109941988,0.0575873420929,0.00984487990482,-1.00383517675
1.78200474617,1558775420.87,5.39954624516,0.157805765237,0.174763873775,0.00951901551384,-1.00293532305
1.78214349463,1558775420.88,5.34863157559,0.0633497913483,0.000492258561707,0.00940711587642,-1.06764184698
1.78228087625,1558775420.9,5.35038708572,0.0605930895615,-0.00960698353729,0.00875553836201,-1.06626176811
1.78240827032,1558775420.92,5.35046331607,0.00831613962708,0.0304380724823,0.00925697324575,-1.06550276271
1.78254409437,1558775420.93,5.35060323866,0.0586998219147,0.0325013289124,0.00934046228066,-1.0654113132
1.782681572,1558775420.95,5.3466613431,-0.033347862883,0.0302979655914,0.00892876314248,-1.06960004222
1.78281294991,1558775420.96,5.34703256743,-0.105593394888,0.0517795166306,0.00846699231475,-1.06972713567
1.78293726173,1558775420.98,5.34727717989,0.0363112851486,0.0479041731903,0.0075317412726,-1.07110716036
1.78305157187,1558775421.0,5.3470955281,0.059209399411,0.0899548455933,0.00786564414902,-1.03779966778
1.78317144312,1558775421.01,5.34806263084,-0.0180125594589,0.0389586592911,0.0078468401012,-1.03903393999
1.78329119793,1558775421.03,5.34890759576,0.118425379419,-0.00288397651367,0.00699557024613,-1.04043266554
1.78339753052,1558775421.04,5.34906313322,0.166532922966,0.0422159351212,0.0079464593702,-1.04142584833
1.78351923514,1558775421.06,5.34943211983,0.179893209782,0.037495164447,0.00942985927213,-1.04148193854
1.78366484834,1558775421.08,5.35025700162,0.223515717584,0.0491795227859,0.00930433277205,-1.04089948312
1.78379513353,1558775421.09,5.38439605036,0.103334634906,6.53572921753e-05,0.00905585984234,-1.04965308607
1.78392209064,1558775421.11,5.38394982748,0.121528100957,0.0660204667862,0.00935871026045,-1.04844245126
1.78405442302,1558775421.12,5.38344455517,0.0770154477737,0.0475072136368,0.00991033401283,-1.04826002918
1.78419615449,1558775421.14,5.38329477895,0.00469142719421,-0.0388463703781,0.00990738109981,-1.04832869039
1.78433837773,1558775421.16,5.38113342888,0.0666452346405,0.0703091614487,0.0104466605679,-1.05086253926
1.78448975176,1558775421.17,5.38016956942,0.0808883683578,0.111974360431,0.0101636134157,-1.05161780624
1.78463509541,1558775421.19,5.39342741357,0.112981221672,-0.0692875835999,0.00996823326546,-1.06475894487
1.78477790978,1558775421.2,5.39241675421,0.172966832402,0.0333033541183,0.00947687578328,-1.06394557456
1.78491341414,1558775421.22,5.39095968675,0.219396323734,0.0694628667725,0.00960199961341,-1.06235214147
1.78505139271,1558775421.24,5.39071482629,0.200390004404,-0.021534883786,0.0110258022312,-1.06057860237
1.78521266132,1558775421.25,5.39014388598,0.21258959357,-0.0300561286545,0.0105979387705,-1.05838708999
1.785367578,1558775421.27,5.38888622428,0.101512377882,-0.00567597422943,0.0103144378156,-1.05572125141
1.78551843648,1558775421.28,5.38756358213,0.0954181468948,0.0536329417542,0.0107897438932,-1.05406565859
1.78567734472,1558775421.3,5.38668679406,0.0471482121628,0.0599088570404,0.0111813521442,-1.05362811544
1.78583917819,1558775421.32,5.39497287619,0.0498090167053,-0.0537093365021,0.0115704271962,-1.04534067928
1.78600611226,1558775421.33,5.39383013716,0.0375102998199,-0.0242955937546,0.0114099174121,-1.04604108939
1.78617266947,1558775421.35,5.38869198451,0.0153277955612,0.0920034452393,0.0110488353788,-1.04902503302
1.78633397107,1558775421.36,5.3876714357,0.0130512380554,0.0696162545044,0.0101003835798,-1.04951420101
1.78648056548,1558775421.38,5.38733078059,0.0461977346725,0.0318542169403,0.0106388513164,-1.05054647407
1.78665735708,1558775421.4,5.37200982031,0.0152630365051,0.0341946361481,0.0100089412806,-1.02243222663
