sts_chassis_t,sts_speed_mps,sts_steering
1558775420.8,5.35277795792,1.06382977962
1558775420.81,5.35277795792,1.06382977962
1558775420.82,5.35277795792,1.06382977962
1558775420.83,5.35277795792,1.06382977962
1558775420.84,5.35277795792,1.08510637283
1558775420.85,5.35277795792,1.08510637283
1558775420.86,5.35277795792,1.08510637283
1558775420.87,5.35277795792,1.08510637283
1558775420.88,5.35277795792,1.08510637283
1558775420.89,5.35277795792,1.08510637283
1558775420.9,5.35555553436,1.08510637283
1558775420.91,5.35555553436,1.08510637283
1558775420.92,5.35555553436,1.10638296604
1558775420.93,5.35555553436,1.10638296604
1558775420.94,5.35555553436,1.10638296604
1558775420.95,5.35555553436,1.10638296604
1558775420.96,5.35555553436,1.10638296604
1558775420.97,5.35555553436,1.10638296604
1558775420.98,5.35277795792,1.10638296604
1558775420.99,5.35277795792,1.10638296604
1558775421.0,5.35277795792,1.10638296604
1558775421.01,5.35277795792,1.10638296604
1558775421.02,5.35277795792,1.12765955925
1558775421.03,5.35277795792,1.12765955925
1558775421.04,5.35277795792,1.14893615246
1558775421.05,5.35277795792,1.14893615246
1558775421.06,5.34999990463,1.14893615246
1558775421.07,5.34999990463,1.14893615246
1558775421.08,5.34722232819,1.17021274567
1558775421.09,5.34722232819,1.17021274567
1558775421.1,5.34999990463,1.17021274567
1558775421.11,5.34999990463,1.17021274567
1558775421.12,5.34722232819,1.19148933887
1558775421.13,5.34722232819,1.19148933887
1558775421.14,5.34722232819,1.19148933887
1558775421.15,5.34722232819,1.19148933887
1558775421.16,5.34722232819,1.21276593208
1558775421.17,5.34722232819,1.21276593208
1558775421.18,5.34999990463,1.21276593208
1558775421.19,5.34999990463,1.21276593208
1558775421.2,5.35277795792,1.21276593208
1558775421.21,5.35277795792,1.21276593208
1558775421.22,5.35277795792,1.21276593208
1558775421.23,5.35277795792,1.21276593208
1558775421.24,5.35277795792,1.21276593208
1558775421.25,5.35277795792,1.21276593208
1558775421.26,5.35277795792,1.21276593208
1558775421.27,5.35277795792,1.21276593208
1558775421.28,5.35277795792,1.21276593208
1558775421.29,5.35277795792,1.21276593208
1558775421.3,5.35277795792,1.21276593208
1558775421.31,5.35277795792,1.21276593208
1558775421.32,5.35277795792,1.21276593208
1558775421.33,5.35277795792,1.21276593208
1558775421.34,5.34999990463,1.21276593208
1558775421.35,5.34999990463,1.21276593208
1558775421.36,5.34722232819,1.19148933887
1558775421.37,5.34722232819,1.19148933887
1558775421.38,5.34722232819,1.19148933887
1558775421.39,5.34722232819,1.19148933887
1558775421.4,5.34722232819,1.19148933887
1558775421.41,5.34722232819,1.19148933887
1558775421.42,5.34722232819,1.17021274567
1558775421.43,5.34722232819,1.17021274567
1558775421.44,5.3444442749,1.14893615246
1558775421.45,5.3444442749,1.14893615246
1558775421.46,5.34166669846,1.12765955925
1558775421.47,5.34166669846,1.12765955925
1558775421.48,5.34166669846,1.08510637283
1558775421.49,5.34166669846,1.08510637283
1558775421.5,5.34166669846,1.04255318642
1558775421.51,5.34166669846,1.04255318642
1558775421.52,5.34166669846,0.978723406792
1558775421.53,5.34166669846,0.978723406792
1558775421.54,5.34166669846,0.914893627167
1558775421.55,5.34166669846,0.914893627167
1558775421.56,5.34166669846,0.851063847542
1558775421.57,5.34166669846,0.851063847542
1558775421.58,5.3444442749,0.787234067917
1558775421.59,5.3444442749,0.787234067917
1558775421.6,5.3444442749,0.723404228687
1558775421.61,5.3444442749,0.723404228687
1558775421.62,5.3444442749,0.659574449062
1558775421.63,5.3444442749,0.659574449062
1558775421.64,5.3444442749,0.617021262646
1558775421.65,5.3444442749,0.617021262646
1558775421.66,5.3444442749,0.553191483021
1558775421.67,5.3444442749,0.553191483021
1558775421.68,5.34722232819,0.531914889812
1558775421.69,5.34722232819,0.531914889812
1558775421.7,5.34722232819,0.489361703396
1558775421.71,5.34722232819,0.489361703396
1558775421.72,5.3444442749,0.468085110188
1558775421.73,5.3444442749,0.468085110188
1558775421.74,5.34166669846,0.446808516979
1558775421.75,5.34166669846,0.446808516979
1558775421.76,5.34166669846,0.404255330563
1558775421.77,5.34166669846,0.404255330563
1558775421.78,5.34166669846,0.382978737354
1558775421.79,5.34166669846,0.382978737354
1558775421.8,5.34166669846,0.340425521135
1558775421.81,5.34166669846,0.340425521135
1558775421.82,5.33611106873,0.340425521135
1558775421.83,5.33611106873,0.340425521135
1558775421.84,5.33611106873,0.319148927927
1558775421.85,5.33611106873,0.319148927927
1558775421.86,5.33611106873,0.27659574151
1558775421.87,5.33611106873,0.27659574151
1558775421.88,5.33333349228,0.234042555094
1558775421.89,5.33333349228,0.234042555094
1558775421.9,5.330555439,0.170212760568
1558775421.91,5.330555439,0.170212760568
1558775421.92,5.330555439,0.106382980943
1558775421.93,5.330555439,0.106382980943
1558775421.94,5.32777786255,0.0425531901419
1558775421.95,5.32777786255,0.0425531901419
1558775421.96,5.330555439,-0.021276595071
1558775421.97,5.330555439,-0.021276595071
1558775421.98,5.33333349228,-0.0851063802838
1558775421.99,5.33333349228,-0.0851063802838
1558775422.0,5.33333349228,-0.127659574151
1558775422.01,5.33333349228,-0.127659574151
1558775422.02,5.330555439,-0.170212760568
1558775422.03,5.330555439,-0.170212760568
1558775422.04,5.330555439,-0.191489368677
1558775422.05,5.330555439,-0.191489368677
1558775422.06,5.33333349228,-0.212765961885
1558775422.07,5.33333349228,-0.212765961885
1558775422.08,5.330555439,-0.212765961885
1558775422.09,5.330555439,-0.212765961885
1558775422.1,5.330555439,-0.212765961885
