x[1],   2.5000000000E-01
x[2],  -2.9289445796E-01
x[3],   2.5000000000E-01
x[4],  -3.2998217402E-01
x[5],   2.5000000000E-01
x[6],  -3.4943268358E-01
x[7],   2.5000000000E-01
x[8],  -3.5478635872E-01
x[9],   2.5000000000E-01
x[10],  -3.4915231727E-01
x[11],   2.5000000000E-01
x[12],  -3.3522544020E-01
x[13],   2.5000000000E-01
x[14],  -3.1530608475E-01
x[15],   2.5000000000E-01
x[16],  -2.9132552168E-01
x[17],   2.5000000000E-01
x[18],  -2.6489090413E-01
x[19],   2.5000000000E-01
x[20],  -2.3729571187E-01
x[21],   2.5000000000E-01
x[22],  -2.0957676403E-01
x[23],   2.5000000000E-01
x[24],  -1.8253359318E-01
x[25],   2.5000000000E-01
x[26],  -1.5676403973E-01
x[27],   2.5000000000E-01
x[28],  -1.3269190650E-01
x[29],   2.5000000000E-01
x[30],  -1.1061228933E-01
x[31],   2.5000000000E-01
x[32],  -9.0678341677E-02
x[33],   2.5000000000E-01
x[34],  -7.2971997021E-02
x[35],   2.5000000000E-01
x[36],  -5.7486631234E-02
x[37],   2.5000000000E-01
x[38],  -4.4163059092E-02
x[39],   2.5000000000E-01
x[40],  -3.2897328250E-02
x[41],   2.5000000000E-01
x[42],  -2.3555287531E-02
x[43],   2.5000000000E-01
x[44],  -1.5984467529E-02
x[45],   2.5000000000E-01
x[46],  -1.0019163920E-02
x[47],   2.5000000000E-01
x[48],  -5.4922797405E-03
x[49],   2.5000000000E-01
x[50],  -2.2210537898E-03
x[51],   2.5000000000E-01
x[52],  -4.4955547509E-05
x[53],   2.5000000000E-01
x[54],   1.2021917583E-03
x[55],   2.5000000000E-01
x[56],   1.6785906560E-03
x[57],   2.5000000000E-01
x[58],   1.5401006583E-03
x[59],   1.6000665506E-01
x[60],   9.3143911402E-04
