1,-269.911,-304.3,1,-269.911,-307.94,1,-269.911,-311.58,1,-269.91,-314.679
2,-269.711,-304.3,2,-269.711,-307.94,2,-269.711,-311.58,2,-269.71,-314.679
3,-269.511,-304.3,3,-269.511,-307.94,3,-269.511,-311.58,3,-269.51,-314.679
4,-269.311,-304.3,4,-269.311,-307.94,4,-269.311,-311.58,4,-269.31,-314.679
5,-269.111,-304.3,5,-269.111,-307.94,5,-269.111,-311.58,5,-269.11,-314.679
6,-268.911,-304.3,6,-268.911,-307.94,6,-268.911,-311.58,6,-268.91,-314.679
7,-268.711,-304.3,7,-268.711,-307.94,7,-268.711,-311.58,7,-268.71,-314.679
8,-268.511,-304.3,8,-268.511,-307.94,8,-268.511,-311.58,8,-268.51,-314.679
9,-268.311,-304.3,9,-268.311,-307.94,9,-268.311,-311.58,9,-268.31,-314.679
10,-268.111,-304.3,10,-268.111,-307.94,10,-268.111,-311.58,10,-268.11,-314.679
11,-267.911,-304.3,11,-267.911,-307.94,11,-267.911,-311.58,11,-267.91,-314.679
12,-267.711,-304.3,12,-267.711,-307.94,12,-267.711,-311.58,12,-267.71,-314.679
13,-267.511,-304.3,13,-267.511,-307.94,13,-267.511,-311.58,13,-267.51,-314.679
14,-267.311,-304.3,14,-267.311,-307.94,14,-267.311,-311.58,14,-267.31,-314.679
15,-267.111,-304.3,15,-267.111,-307.94,15,-267.111,-311.58,15,-267.11,-314.679
16,-266.911,-304.3,16,-266.911,-307.94,16,-266.911,-311.58,16,-266.91,-314.679
17,-266.711,-304.3,17,-266.711,-307.94,17,-266.711,-311.58,17,-266.71,-314.679
18,-266.511,-304.3,18,-266.511,-307.94,18,-266.511,-311.58,18,-266.51,-314.679
19,-266.311,-304.3,19,-266.311,-307.94,19,-266.311,-311.58,19,-266.31,-314.679
20,-266.111,-304.3,20,-266.111,-307.94,20,-266.111,-311.58,20,-266.11,-314.679
21,-265.911,-304.3,21,-265.911,-307.94,21,-265.911,-311.58,21,-265.91,-314.679
22,-265.711,-304.3,22,-265.711,-307.94,22,-265.711,-311.58,22,-265.71,-314.679
23,-265.511,-304.3,23,-265.511,-307.94,23,-265.511,-311.58,23,-265.51,-314.679
24,-265.311,-304.3,24,-265.311,-307.94,24,-265.311,-311.58,24,-265.31,-314.679
25,-265.111,-304.3,25,-265.111,-307.94,25,-265.111,-311.58,25,-265.11,-314.679
26,-264.911,-304.3,26,-264.911,-307.94,26,-264.911,-311.58,26,-264.91,-314.679
27,-264.711,-304.3,27,-264.711,-307.94,27,-264.711,-311.58,27,-264.71,-314.679
28,-264.511,-304.3,28,-264.511,-307.94,28,-264.511,-311.58,28,-264.51,-314.679
29,-264.311,-304.3,29,-264.311,-307.94,29,-264.311,-311.58,29,-264.31,-314.679
30,-264.111,-304.3,30,-264.111,-307.94,30,-264.111,-311.58,30,-264.11,-314.679
31,-263.911,-304.3,31,-263.911,-307.94,31,-263.911,-311.58,31,-263.91,-314.679
32,-263.711,-304.299,32,-263.711,-307.939,32,-263.711,-311.579,32,-263.71,-314.679
33,-263.511,-304.299,33,-263.511,-307.939,33,-263.511,-311.579,33,-263.51,-314.679
34,-263.311,-304.299,34,-263.311,-307.939,34,-263.311,-311.579,34,-263.31,-314.679
35,-263.111,-304.299,35,-263.111,-307.939,35,-263.111,-311.579,35,-263.11,-314.679
36,-262.911,-304.299,36,-262.911,-307.939,36,-262.911,-311.579,36,-262.91,-314.679
37,-262.711,-304.299,37,-262.711,-307.939,37,-262.711,-311.579,37,-262.71,-314.679
38,-262.511,-304.299,38,-262.511,-307.939,38,-262.511,-311.579,38,-262.51,-314.679
39,-262.311,-304.299,39,-262.311,-307.939,39,-262.311,-311.579,39,-262.31,-314.679
40,-262.111,-304.299,40,-262.111,-307.939,40,-262.111,-311.579,40,-262.11,-314.679
41,-261.911,-304.299,41,-261.911,-307.939,41,-261.911,-311.579,41,-261.91,-314.679
42,-261.711,-304.299,42,-261.711,-307.939,42,-261.711,-311.579,42,-261.71,-314.679
43,-261.511,-304.299,43,-261.511,-307.939,43,-261.511,-311.579,43,-261.51,-314.679
44,-261.311,-304.299,44,-261.311,-307.939,44,-261.311,-311.579,44,-261.31,-314.679
45,-261.111,-304.299,45,-261.111,-307.939,45,-261.111,-311.579,45,-261.11,-314.679
46,-260.911,-304.299,46,-260.911,-307.939,46,-260.911,-311.579,46,-260.91,-314.679
47,-260.711,-304.299,47,-260.711,-307.939,47,-260.711,-311.579,47,-260.71,-314.679
48,-260.511,-304.299,48,-260.511,-307.939,48,-260.511,-311.579,48,-260.51,-314.679
49,-260.311,-304.299,49,-260.311,-307.939,49,-260.311,-311.579,49,-260.31,-314.679
50,-260.111,-304.299,50,-260.111,-307.939,50,-260.111,-311.579,50,-260.11,-314.679
